source_url,school_id,department_code,course_code,course_title,section,section_instructor,term,isbn,title,author,material_adoption_code,crawled_on,updated_on
https://galen.libguides.com/Booklist,3094181,PN,|134,Fundamentals of Nursing II,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|134,Fundamentals of Nursing II,,,Summer 2026,9781719650038,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|134,Fundamentals of Nursing II,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|134,Fundamentals of Nursing II,,,Summer 2026,9780443245220,Study guide for fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|134,Fundamentals of Nursing II,,,Summer 2026,9781719650366,"Nurse's pocket guide: Problems, diagnoses, prioritized solutions, and rationales","Moorhouse, M. F., Baughn, C., & Moore-Nadler, M",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,9781975163730,Introductory clinical pharmacology,"Ford, S. M",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,,Study guide to accompany Roach’s introductory clinical pharmacology,"Ford, S. M",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|150,Pharmacology,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|156,Medical-Surgical Nursing I-A,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|156,Medical-Surgical Nursing I-A,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|156,Medical-Surgical Nursing I-A,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|156,Medical-Surgical Nursing I-A,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|156,Medical-Surgical Nursing I-A,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|160,Mental Health Concepts,,,Summer 2026,9780323810296,Foundations of mental health care,"Morrison-Valfre, M",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|160,Mental Health Concepts,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|160,Mental Health Concepts,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|160,Mental Health Concepts,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443127571,Leifer’s Introduction to maternity and pediatric nursing,"Copper, K., & Gosnell, K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|166,Medical-Surgical Nursing I-B,,,Summer 2026,9780443249587,Study Guide for Leifer's Introduction to Maternity and Pediatric Nursing,"Cooper, K., & Gosnell, K",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|176,Geriatric Nursing,,,Summer 2026,9781719647588,Caring for Older Adults Holistically,"Dahlkemper, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|176,Geriatric Nursing,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|176,Geriatric Nursing,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|176,Geriatric Nursing,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|176,Geriatric Nursing,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9780323810173,Success in practical/vocational nursing: From student to leader,"Carroll, L. & Collier, J. L",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9781719645911,Journey across the life span: Human development and health promotion,"Polan, E. U., & Taylor, D. R",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9781496309334,Lippincott's NCLEX-PN PassPoint. [6-month subscription],Lippincott Williams & Wilkins,Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|180,Nursing and Healthcare II,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|186,Medical-Surgical Nursing II-A,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|186,Medical-Surgical Nursing II-A,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|186,Medical-Surgical Nursing II-A,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|186,Medical-Surgical Nursing II-A,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|186,Medical-Surgical Nursing II-A,,,Summer 2026,9780323884211,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|192,Medical-Surgical Nursing II-B,,,Summer 2026,9781496309334,Lippincott's NCLEX-PN PassPoint. [6-month subscription],Lippincott Williams & Wilkins,Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|192,Medical-Surgical Nursing II-B,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|192,Medical-Surgical Nursing II-B,,,Summer 2026,9780323810210,Medical-surgical nursing: Concepts & practice,"Stromberg, H",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|192,Medical-Surgical Nursing II-B,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,PN,|192,Medical-Surgical Nursing II-B,,,Summer 2026,9780323884211,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|110,Integrated Human Sciences,,,Summer 2026,9780323871730,Structure & function of the body,"Patton, K. T., Bell, F. B., & Thompson, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|129,Fundamentals of Nursing I,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|129,Fundamentals of Nursing I,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|129,Fundamentals of Nursing I,,,Summer 2026,9781719650038,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|129,Fundamentals of Nursing I,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|129,Fundamentals of Nursing I,,,Summer 2026,9780443245220,Study guide for fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|129,Fundamentals of Nursing I,,,Summer 2026,9781719650366,"Nurse's pocket guide: Problems, diagnoses, prioritized solutions, and rationales","Moorhouse, M. F., Baughn, C., & Moore-Nadler, M",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|131,Nursing and Healthcare I,,,Summer 2026,9780323810173,Success in practical/vocational nursing: From student to leader,"Carroll, L. & Collier, J. L",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|131,Nursing and Healthcare I,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|131,Nursing and Healthcare I,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|131,Nursing and Healthcare I,,,Summer 2026,9780443245220,Study guide for fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|134,Fundamentals of Nursing II,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|134,Fundamentals of Nursing II,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|134,Fundamentals of Nursing II,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|134,Fundamentals of Nursing II,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|134,Fundamentals of Nursing II,,,Summer 2026,9780443245220,Study guide for fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|134,Fundamentals of Nursing II,,,Summer 2026,9781719650366,"Nurse's pocket guide: Problems, diagnoses, prioritized solutions, and rationales","Moorhouse, M. F., Baughn, C., & Moore-Nadler, M",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|136,Fundamentals of Nursing,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|136,Fundamentals of Nursing,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|136,Fundamentals of Nursing,,,Summer 2026,9781719650038,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|136,Fundamentals of Nursing,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|136,Fundamentals of Nursing,,,Summer 2026,9780443245220,Study guide for fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|136,Fundamentals of Nursing,,,Summer 2026,9781719650366,"Nurse's pocket guide: Problems, diagnoses, prioritized solutions, and rationales","Moorhouse, M. F., Baughn, C., & Moore-Nadler, M",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|150,Pharmacology,,,Summer 2026,9781975163730,Introductory clinical pharmacology,"Ford, S. M",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|150,Pharmacology,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|150,Pharmacology,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|150,Pharmacology,,,Summer 2026,,Study guide to accompany Roach’s introductory clinical pharmacology,"Ford, S. M",Recommended,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|155,Medical-Surgical Nursing I,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|155,Medical-Surgical Nursing I,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|155,Medical-Surgical Nursing I,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|155,Medical-Surgical Nursing I,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|155,Medical-Surgical Nursing I,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|157,Medical-Surgical Nursing I-A,,,Summer 2026,9781719646284,Dimensional analysis: Calculating dosages safely,"Horntvedt, T",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|157,Medical-Surgical Nursing I-A,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|157,Medical-Surgical Nursing I-A,,,Summer 2026,9780443121029,Medical-surgical nursing: Concepts & practice,"Stromberg, H. K",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|157,Medical-Surgical Nursing I-A,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|157,Medical-Surgical Nursing I-A,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|160,Mental Health Concepts,,,Summer 2026,9780323810296,Foundations of mental health care,"Morrison-Valfre, M",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|160,Mental Health Concepts,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|160,Mental Health Concepts,,,Summer 2026,,Davis’s drug guide for nurses,"Vallerand, A. H., & Sanoski, C. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|160,Mental Health Concepts,,,Summer 2026,9780443245237,Fundamental concepts and skills for nursing,"Williams, P. A",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
https://galen.libguides.com/Booklist,3094181,VN,|167,Medical-Surgical Nursing I-B,,,Summer 2026,9780443112874,Saunders comprehensive review for the NCLEX-PN® examination,"Silvestri, L. A., & Silvestri, A. E",Required,2026-03-19 00:00:00,2026-03-19 00:00:00
