id,run_id,source_url,school_id,department_code,course_code,course_title,section,section_instructor,term,isbn,title,author,material_adoption_code,crawled_on,created_on,updated_on
744,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40030_1&section=600&oer=false,NULL,8153_2_605,40030,40030,600,NULL,SPRING 2026,9780323697071,Varcarolis' Foundations of Psychiatric-Mental Health Nursing,"halter, margaret jordan",Required,2026-03-11 16:19:56.506438+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
997,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_590_36916_2&section=601&oer=false,NULL,8153_2_590,36916,36916,601,NULL,SPRING 2026,9780971478411,Fresh Approach to the Snare Drum,"wessels, mark",Recommended,2026-03-11 16:21:35.622814+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
619,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_660_13021_1&section=600&oer=false,NULL,8153_2_660,13021,13021,600,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:19:08.537856+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
743,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40030_2&section=601&oer=false,NULL,8153_2_605,40030,40030,601,NULL,SPRING 2026,9780323697071,Varcarolis' Foundations of Psychiatric-Mental Health Nursing,"halter, margaret jordan",Required,2026-03-11 16:19:55.933988+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
874,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_20219_5&section=480&oer=false,NULL,8153_2_595,20219,20219,480,NULL,SPRING 2026,9780323792424,"Lewis's Medical-Surgical Nursing, 2 Volume Set - Package","harding, mariann m.",Required,2026-03-11 16:20:41.595992+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
996,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_590_36916_2&section=601&oer=false,NULL,8153_2_590,36916,36916,601,NULL,SPRING 2026,9781934638194,Intermediate Snare Drum Studies,"peters, mitchell",Recommended,2026-03-11 16:21:35.622814+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
555,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_17&section=602&oer=false,NULL,8153_2_680,11762,11762,602,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:35.528184+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
618,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_660_13021_2&section=651&oer=false,NULL,8153_2_660,13021,13021,651,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:19:07.988248+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
682,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_627_16638_1&section=800&oer=false,NULL,8153_2_627,16638,16638,800,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:19:30.744122+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
739,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40045_1&section=400&oer=false,NULL,8153_2_605,40045,40045,400,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:19:55.23896+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
810,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20030_14&section=703&oer=false,NULL,8153_2_605,20030,20030,703,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:20:23.270361+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
873,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_20219_4&section=800&oer=false,NULL,8153_2_595,20219,20219,800,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:20:40.94154+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
932,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_10016_9&section=301&oer=false,NULL,8153_2_595,10016,10016,301,NULL,SPRING 2026,9780443502279,NRST 10016 BUNDLE,yoost,Required,2026-03-11 16:21:09.416981+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
995,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_590_36916_2&section=601&oer=false,NULL,8153_2_590,36916,36916,601,NULL,SPRING 2026,9780971478435,Fresh Approach to the Drum Set - With CD,"wessels, mark / moore, stanton",Recommended,2026-03-11 16:21:35.622814+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
516,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_21621_5&section=800&oer=false,NULL,8153_2_680,21621,21621,800,NULL,SPRING 2026,8220118201652,Essentials of Statistics for the Behavioral Sciences - MindTap,"gravetter, frederick j",REQUIRED,2026-03-11 16:18:24.792805+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
554,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_18&section=603&oer=false,NULL,8153_2_680,11762,11762,603,NULL,SPRING 2026,9781319122621,Psychology: A Concise Introduction,"griggs, richard a. / jackson, sherri l.",Required,2026-03-11 16:18:35.149016+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
586,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_675_40183_1&section=600&oer=false,NULL,8153_2_675,40183,40183,600,NULL,SPRING 2026,9780393696745,"Constitutional Law and Politics, Volume Two","o'brien, david m. / silverstein, gordon",Required,2026-03-11 16:18:53.684444+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
617,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_660_13022_1&section=700&oer=false,NULL,8153_2_660,13022,13022,700,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:19:07.404401+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
650,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_655_11001_3&section=800&oer=false,NULL,8153_2_655,11001,11001,800,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:19:21.027112+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
681,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_627_16639_1&section=800&oer=false,NULL,8153_2_627,16639,16639,800,NULL,SPRING 2026,2818440064357,"CIRRUS 2.0 FOR BENCHMARK SERIES, MICROS",paradigm,Wait For Class,2026-03-11 16:19:30.227485+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
713,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_610_23511_7&section=201&oer=false,NULL,8153_2_610,23511,23511,201,NULL,SPRING 2026,8220127345057,Nutritional Sciences-mindtap (1 Term),mcguire,REQUIRED,2026-03-11 16:19:42.098126+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
738,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40045_2&section=500&oer=false,NULL,8153_2_605,40045,40045,500,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:19:54.380909+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
772,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_30035_9&section=503&oer=false,NULL,8153_2_605,30035,30035,503,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:20:11.259555+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
809,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20950_1&section=200&oer=false,NULL,8153_2_605,20950,20950,200,NULL,SPRING 2026,8220144562529,Revel Access Code for Discovering the Life Span,robert s. feldman,REQUIRED,2026-03-11 16:20:22.586284+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
841,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20025_5&section=701&oer=false,NULL,8153_2_605,20025,20025,701,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:20:29.935582+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
872,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_10060_1&section=400&oer=false,NULL,8153_2_605,10060,10060,400,NULL,SPRING 2026,9781719649773,Nursing Now - With Access,"catalano, joseph t.",Recommended,2026-03-11 16:20:40.605633+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
905,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_20022_4&section=802&oer=false,NULL,8153_2_595,20022,20022,802,NULL,SPRING 2026,2818440064180,ELSEVIER ADAPTIVE QUIZZING FOR LEWIS ME,mariann m hard,Required,2026-03-11 16:20:56.987622+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
938,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_10016_10&section=481&oer=false,NULL,8153_2_595,10016,10016,481,NULL,SPRING 2026,9780323792424,"Lewis's Medical-Surgical Nursing, 2 Volume Set - Package","harding, mariann m.",REQUIRED,2026-03-11 16:21:09.214206+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
967,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_10011_4&section=802&oer=false,NULL,8153_2_595,10011,10011,802,NULL,SPRING 2026,9780443463570,Nrst Bundle Tusc (Custom Package),harding,Required,2026-03-11 16:21:23.673472+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
994,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_590_36916_2&section=601&oer=false,NULL,8153_2_590,36916,36916,601,NULL,SPRING 2026,9781562242121,Maiden Voyage Volume 54,"aebersold, jamey",Recommended,2026-03-11 16:21:35.622814+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
511,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_30656_2&section=490&oer=false,NULL,8153_2_680,30656,30656,490,NULL,SPRING 2026,9781119438496,Aging and Older Adulthood,"erber, joan t.",REQUIRED,2026-03-11 16:18:22.407025+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
515,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_21621_5&section=800&oer=false,NULL,8153_2_680,21621,21621,800,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:18:24.792805+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
547,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_21211_3&section=600&oer=false,NULL,8153_2_680,21211,21211,600,NULL,SPRING 2026,,"Clearvue(TM) 3 Ring 1.5"" Binder",NULL,Bookstore Recommended,2026-03-11 16:18:30.246639+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
553,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_26&section=604&oer=false,NULL,8153_2_680,11762,11762,604,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:34.495838+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
570,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_6&section=301&oer=false,NULL,8153_2_680,11762,11762,301,NULL,SPRING 2026,9780357374825,Psychology: Themes and Variations (Paperback),"weiten, wayne",Required,2026-03-11 16:18:43.515283+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
585,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_677_11001_1&section=700&oer=false,NULL,8153_2_677,11001,11001,700,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:52.820614+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
601,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_675_10100_3&section=600&oer=false,NULL,8153_2_675,10100,10100,600,NULL,SPRING 2026,9781324040101,"American Politics Today, Core - With Access","bianco, william t.",REQUIRED,2026-03-11 16:18:59.383844+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
616,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_660_13022_2&section=800&oer=false,NULL,8153_2_660,13022,13022,800,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:19:06.692729+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
634,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_660_11030_1&section=600&oer=false,NULL,8153_2_660,11030,11030,600,NULL,SPRING 2026,9780471848165,Seven Ideas That Shook the Universe,"spielberg, nathan / anderson, bryon d.",Required,2026-03-11 16:19:15.068758+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
649,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_655_21001_1&section=368&oer=false,NULL,8153_2_655,21001,21001,368,NULL,SPRING 2026,9798823329224,Moral World,"smith, arnold",Required,2026-03-11 16:19:20.270095+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
661,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_650_10002_1&section=300&oer=false,NULL,8153_2_650,10002,10002,300,NULL,SPRING 2026,9781284123890,Introduction to Global Health - With Access,"jacobsen, kathryn h.",Required,2026-03-11 16:19:23.230049+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
679,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_627_26611_2&section=250&oer=false,NULL,8153_2_627,26611,26611,250,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:19:29.6288+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
695,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_626_10192_2&section=200&oer=false,NULL,8153_2_626,10192,10192,200,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:19:36.269964+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
712,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_610_23511_7&section=201&oer=false,NULL,8153_2_610,23511,23511,201,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:19:42.098126+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
741,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40872_2&section=700&oer=false,NULL,8153_2_605,40872,40872,700,NULL,SPRING 2026,9781433832161,Publication Manual of the American Psychological Association (Paperback),american psychological association,REQUIRED,2026-03-11 16:19:49.68998+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
735,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40045_3&section=600&oer=false,NULL,8153_2_605,40045,40045,600,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:19:53.936069+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
763,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_40005_1&section=600&oer=false,NULL,8153_2_605,40005,40005,600,NULL,SPRING 2026,9781433832161,Publication Manual of the American Psychological Association (Paperback),american psychological association,Required,2026-03-11 16:20:04.692346+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
771,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_30035_10&section=504&oer=false,NULL,8153_2_605,30035,30035,504,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:20:10.789602+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
789,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_30010_5&section=602&oer=false,NULL,8153_2_605,30010,30010,602,NULL,SPRING 2026,8220134653121,Olds' Maternal-Newborn Nursing & Women's Health Across the Lifespan,michele c. davidson; marcia london; patricia ladewig,eBook Option,2026-03-11 16:20:17.056523+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
808,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20950_1&section=200&oer=false,NULL,8153_2_605,20950,20950,200,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:20:22.586284+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
825,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20030_8&section=601&oer=false,NULL,8153_2_605,20030,20030,601,NULL,SPRING 2026,9781975109264,Nursing 2020 Drug Handbook,lippincott,REQUIRED,2026-03-11 16:20:26.554572+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
840,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20030_1&section=400&oer=false,NULL,8153_2_605,20030,20030,400,NULL,SPRING 2026,9781975109264,Nursing 2020 Drug Handbook,lippincott,REQUIRED,2026-03-11 16:20:29.485006+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
857,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_20020_1&section=600&oer=false,NULL,8153_2_605,20020,20020,600,NULL,SPRING 2026,9781975204266,CP4 Fundamentals of Nursing - Access,lippincott,REQUIRED,2026-03-11 16:20:33.915027+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
871,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_605_10060_2&section=500&oer=false,NULL,8153_2_605,10060,10060,500,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:20:39.764608+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
889,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_20210_2&section=801&oer=false,NULL,8153_2_595,20210,20210,801,NULL,SPRING 2026,,NULL,NULL,Course Materials Selection Pending,2026-03-11 16:20:47.634044+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
904,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_20022_5&section=803&oer=false,NULL,8153_2_595,20022,20022,803,NULL,SPRING 2026,2818440064197,ELSEVIER ADAPTIVE QUIZZING FOR LEWIS ME,mariann m hard,Required,2026-03-11 16:20:56.278761+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
920,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_20015_1&section=200&oer=false,NULL,8153_2_595,20015,20015,200,NULL,SPRING 2026,9780323697071,Varcarolis' Foundations of Psychiatric-Mental Health Nursing,"halter, margaret jordan",Required,2026-03-11 16:21:05.769082+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
937,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_10016_10&section=481&oer=false,NULL,8153_2_595,10016,10016,481,NULL,SPRING 2026,9780323828093,Fundamentals of Nursing - With Access,"yoost, barbara l.",REQUIRED,2026-03-11 16:21:09.214206+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
952,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_10013_15&section=482&oer=false,NULL,8153_2_595,10013,10013,482,NULL,SPRING 2026,9780323828093,Fundamentals of Nursing - With Access,"yoost, barbara l.",REQUIRED,2026-03-11 16:21:17.133901+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
966,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_595_10011_5&section=803&oer=false,NULL,8153_2_595,10011,10011,803,NULL,SPRING 2026,9780443463570,Nrst Bundle Tusc (Custom Package),harding,Required,2026-03-11 16:21:23.209516+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
978,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_590_40092_1&section=600&oer=false,NULL,8153_2_590,40092,40092,600,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:21:30.778245+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
993,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_590_36916_2&section=601&oer=false,NULL,8153_2_590,36916,36916,601,NULL,SPRING 2026,9780971478428,Fresh Approach to Mallet Percussion,"wessels, mark",Recommended,2026-03-11 16:21:35.622814+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
508,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_31141_1&section=200&oer=false,NULL,8153_2_680,31141,31141,200,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:21.560763+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
510,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_30656_2&section=490&oer=false,NULL,8153_2_680,30656,30656,490,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:18:22.407025+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
521,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_31532_1&section=501&oer=false,NULL,8153_2_680,31532,31532,501,NULL,SPRING 2026,9781517816346,Social Psychology (Paperback),"franzoi, stephen",REQUIRED,2026-03-11 16:18:23.725909+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
513,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_30651_1&section=600&oer=false,NULL,8153_2_680,30651,30651,600,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:24.232997+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
530,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_21211_1&section=200&oer=false,NULL,8153_2_680,21211,21211,200,NULL,SPRING 2026,9781305968479,Psychology Applied to Modern Life: Adjustment in the 21st Century,"weiten, wayne",Required,2026-03-11 16:18:29.245801+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
546,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_21211_3&section=600&oer=false,NULL,8153_2_680,21211,21211,600,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,REQUIRED,2026-03-11 16:18:30.246639+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
536,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_22&section=704&oer=false,NULL,8153_2_680,11762,11762,704,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:18:32.639226+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
552,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_19&section=700&oer=false,NULL,8153_2_680,11762,11762,700,NULL,SPRING 2026,8220144569559,Revel Access Code for Psychology: An Exploration,saundra k. ciccarelli; j. noland white,REQUIRED,2026-03-11 16:18:34.026805+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
562,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_10&section=491&oer=false,NULL,8153_2_680,11762,11762,491,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:39.731476+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
569,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_680_11762_27&section=302&oer=false,NULL,8153_2_680,11762,11762,302,NULL,SPRING 2026,8220134400251,Psychology,david g. myers; c. nathan dewall; june gruber,REQUIRED,2026-03-11 16:18:43.012681+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
577,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_677_11004_2&section=701&oer=false,NULL,8153_2_677,11004,11004,701,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:47.525751+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
584,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_677_11001_2&section=701&oer=false,NULL,8153_2_677,11001,11001,701,NULL,SPRING 2026,,NULL,NULL,No Course Materials Required,2026-03-11 16:18:52.145953+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
593,15,https://kent.bncollege.com/course-material-caching/course?campus=8153&term=8153_2_26_W&course=8153_2_26_W_675_10100_6&section=800&oer=false,NULL,8153_2_675,10100,10100,800,NULL,SPRING 2026,2818440045226,FLASH BOOKS,cl,Required,2026-03-11 16:18:56.479187+00,2026-03-11 13:40:23.993966+00,2026-03-11 16:21:35.749548+00
